cluster_name,career_title,keyskill_name,weight_percentage
Hospitality & Tourism,Event Manager,Communication,10
Hospitality & Tourism,Event Manager,Organization,10
Hospitality & Tourism,Ticketing Executive,Ticketing Operations,35
Hospitality & Tourism,Ticketing Executive,Communication,25
Hospitality & Tourism,Ticketing Executive,Customer Service,20
Hospitality & Tourism,Ticketing Executive,Attention to Detail,10
Hospitality & Tourism,Ticketing Executive,Organization,10
Hospitality & Tourism,Reservation Executive,Reservation Handling,35
Hospitality & Tourism,Reservation Executive,Communication,25
Hospitality & Tourism,Reservation Executive,Customer Service,20
Hospitality & Tourism,Reservation Executive,Attention to Detail,10
Hospitality & Tourism,Reservation Executive,Organization,10
Hospitality & Tourism,Front Desk Executive,Front Desk Operations,35
Hospitality & Tourism,Front Desk Executive,Communication,25
Hospitality & Tourism,Front Desk Executive,Customer Service,20
Hospitality & Tourism,Front Desk Executive,Organization,10
Hospitality & Tourism,Front Desk Executive,Attention to Detail,10
Hospitality & Tourism,Concierge,Concierge Services,35
Hospitality & Tourism,Concierge,Communication,25
Hospitality & Tourism,Concierge,Customer Service,20
Hospitality & Tourism,Concierge,Problem Solving,10
Hospitality & Tourism,Concierge,Local Knowledge,10
Hospitality & Tourism,Guest Relations Executive,Guest Relations,35
Hospitality & Tourism,Guest Relations Executive,Communication,25
Hospitality & Tourism,Guest Relations Executive,Customer Service,20
Hospitality & Tourism,Guest Relations Executive,Problem Solving,10
Hospitality & Tourism,Guest Relations Executive,Organization,10
Human Services,Social Worker,Social Work,35
Human Services,Social Worker,Counseling,25
Human Services,Social Worker,Communication,20
Human Services,Social Worker,Empathy,10
Human Services,Social Worker,Community Outreach,10
Human Services,Counselor,Counseling,35
Human Services,Counselor,Communication,25
Human Services,Counselor,Assessment,20
Human Services,Counselor,Empathy,10
Human Services,Counselor,Guidance,10
Human Services,Family Therapist,Therapy,35
Human Services,Family Therapist,Communication,25
Human Services,Family Therapist,Counseling,20
Human Services,Family Therapist,Assessment,10
Human Services,Family Therapist,Empathy,10
Human Services,Rehabilitation Counselor,Rehabilitation,35
Human Services,Rehabilitation Counselor,Counseling,25
Human Services,Rehabilitation Counselor,Communication,20
Human Services,Rehabilitation Counselor,Assessment,10
Human Services,Rehabilitation Counselor,Empathy,10
Human Services,Substance Abuse Counselor,Counseling,35
Human Services,Substance Abuse Counselor,Communication,25
Human Services,Substance Abuse Counselor,Assessment,20
Human Services,Substance Abuse Counselor,Empathy,10
Human Services,Substance Abuse Counselor,Crisis Management,10
Human Services,Career Counselor,Career Counseling,35
Human Services,Career Counselor,Communication,25
Human Services,Career Counselor,Assessment,20
Human Services,Career Counselor,Empathy,10
Human Services,Career Counselor,Guidance,10
Human Services,Child Care Worker,Child Care,35
Human Services,Child Care Worker,Communication,25
Human Services,Child Care Worker,Empathy,20
Human Services,Child Care Worker,Supervision,10
Human Services,Child Care Worker,Patience,10
Human Services,Elderly Caregiver,Elderly Care,35
Human Services,Elderly Caregiver,Communication,25
Human Services,Elderly Caregiver,Empathy,20
Human Services,Elderly Caregiver,Patience,10
Human Services,Elderly Caregiver,Observation,10
Human Services,Disability Support Worker,Disability Support,35
Human Services,Disability Support Worker,Communication,25
Human Services,Disability Support Worker,Empathy,20
Human Services,Disability Support Worker,Patience,10
Human Services,Disability Support Worker,Adaptability,10
Human Services,Community Service Worker,Community Service,35
Human Services,Community Service Worker,Outreach,25
Human Services,Community Service Worker,Communication,20
Human Services,Community Service Worker,Empathy,10
Human Services,Community Service Worker,Organization,10
Human Services,Youth Worker,Youth Development,35
Human Services,Youth Worker,Communication,25
Human Services,Youth Worker,Empathy,20
Human Services,Youth Worker,Guidance,10
Human Services,Youth Worker,Patience,10
Human Services,Probation Officer,Probation Management,35
Human Services,Probation Officer,Communication,25
Human Services,Probation Officer,Assessment,20
Human Services,Probation Officer,Supervision,10
Human Services,Probation Officer,Report Writing,10
Human Services,Welfare Officer,Welfare Services,35
Human Services,Welfare Officer,Communication,25
Human Services,Welfare Officer,Counseling,20
Human Services,Welfare Officer,Outreach,10
Human Services,Welfare Officer,Empathy,10
Human Services,Marriage Counselor,Counseling,35
Human Services,Marriage Counselor,Communication,25
Human Services,Marriage Counselor,Assessment,20
Human Services,Marriage Counselor,Empathy,10
Human Services,Marriage Counselor,Mediation,10
Human Services,NGO Worker,Program Implementation,35
Human Services,NGO Worker,Communication,25
Human Services,NGO Worker,Outreach,20
Human Services,NGO Worker,Advocacy,10
Human Services,NGO Worker,Organization,10
Human Services,Adoption Counselor,Counseling,35
Human Services,Adoption Counselor,Communication,25
Human Services,Adoption Counselor,Assessment,20
Human Services,Adoption Counselor,Empathy,10
Human Services,Adoption Counselor,Documentation,10
Human Services,Mental Health Worker,Mental Health Support,35
Human Services,Mental Health Worker,Counseling,25
Human Services,Mental Health Worker,Communication,20
Human Services,Mental Health Worker,Empathy,10
Human Services,Mental Health Worker,Observation,10
Human Services,Personal Care Aide,Personal Care,35
Human Services,Personal Care Aide,Communication,25
Human Services,Personal Care Aide,Empathy,20
Human Services,Personal Care Aide,Patience,10
Human Services,Personal Care Aide,Observation,10
Human Services,Community Health Worker,Health Education,35
Human Services,Community Health Worker,Outreach,25
Human Services,Community Health Worker,Communication,20
Human Services,Community Health Worker,Empathy,10
Human Services,Community Health Worker,Organization,10
Human Services,Life Coach,Coaching,35
Human Services,Life Coach,Communication,25
Human Services,Life Coach,Assessment,20
Human Services,Life Coach,Motivation,10
Human Services,Life Coach,Goal Setting,10
Information Technology,Software Developer,Programming,35
Information Technology,Software Developer,Problem Solving,25
Information Technology,Software Developer,Software Design,20
Information Technology,Software Developer,Communication,10
Information Technology,Software Developer,Debugging,10
Information Technology,Web Developer,Web Development,35
Information Technology,Web Developer,Programming,25
Information Technology,Web Developer,UI/UX Design,20
Information Technology,Web Developer,Communication,10
Information Technology,Web Developer,Testing,10
Information Technology,Mobile App Developer,Mobile Development,35
Information Technology,Mobile App Developer,Programming,25
Information Technology,Mobile App Developer,UI/UX Design,20
Information Technology,Mobile App Developer,Communication,10
Information Technology,Mobile App Developer,Testing,10
Information Technology,System Analyst,Systems Analysis,35
Information Technology,System Analyst,Problem Solving,25
Information Technology,System Analyst,Documentation,20
Information Technology,System Analyst,Communication,10
Information Technology,System Analyst,Requirement Gathering,10
Information Technology,Database Administrator,Database Management,35
Information Technology,Database Administrator,SQL Skills,25
Information Technology,Database Administrator,Data Security,20
Information Technology,Database Administrator,Troubleshooting,10
Information Technology,Database Administrator,Backup Management,10
Information Technology,Network Administrator,Network Management,35
Information Technology,Network Administrator,Troubleshooting,25
Information Technology,Network Administrator,Security,20
Information Technology,Network Administrator,Communication,10
Information Technology,Network Administrator,Documentation,10
Information Technology,IT Support Specialist,Technical Support,35
Information Technology,IT Support Specialist,Troubleshooting,25
Information Technology,IT Support Specialist,Communication,20
Information Technology,IT Support Specialist,Customer Service,10
Information Technology,IT Support Specialist,Documentation,10
Information Technology,Cyber Security Analyst,Security Analysis,35
Information Technology,Cyber Security Analyst,Threat Detection,25
Information Technology,Cyber Security Analyst,Incident Response,20
Information Technology,Cyber Security Analyst,Communication,10
Information Technology,Cyber Security Analyst,Reporting,10
Information Technology,Data Scientist,Data Analysis,35
Information Technology,Data Scientist,Machine Learning,25
Information Technology,Data Scientist,Programming,20
Information Technology,Data Scientist,Communication,10
Information Technology,Data Scientist,Data Visualization,10
Information Technology,Business Intelligence Analyst,BI Tools,35
Information Technology,Business Intelligence Analyst,Data Analysis,25
Information Technology,Business Intelligence Analyst,Reporting,20
Information Technology,Business Intelligence Analyst,Communication,10
Information Technology,Business Intelligence Analyst,Visualization,10
Information Technology,Cloud Solutions Architect,Cloud Architecture,35
Information Technology,Cloud Solutions Architect,Solution Design,25
Information Technology,Cloud Solutions Architect,Security,20
Information Technology,Cloud Solutions Architect,Communication,10
Information Technology,Cloud Solutions Architect,Project Management,10
Information Technology,DevOps Engineer,DevOps Practices,35
Information Technology,DevOps Engineer,Automation,25
Information Technology,DevOps Engineer,Scripting,20
Information Technology,DevOps Engineer,Communication,10
Information Technology,DevOps Engineer,CI/CD,10
Information Technology,QA Engineer,Quality Assurance,35
Information Technology,QA Engineer,Testing,25
Information Technology,QA Engineer,Problem Solving,20
Information Technology,QA Engineer,Communication,10
Information Technology,QA Engineer,Documentation,10
Information Technology,Game Developer,Game Programming,35
Information Technology,Game Developer,Game Design,25
Information Technology,Game Developer,Creativity,20
Information Technology,Game Developer,Communication,10
Information Technology,Game Developer,Testing,10
Information Technology,IT Project Manager,Project Management,35
Information Technology,IT Project Manager,Leadership,25
Information Technology,IT Project Manager,Communication,20
Information Technology,IT Project Manager,Scheduling,10
Information Technology,IT Project Manager,Risk Management,10
Information Technology,Systems Engineer,Systems Engineering,35
Information Technology,Systems Engineer,Troubleshooting,25
Information Technology,Systems Engineer,System Design,20
Information Technology,Systems Engineer,Communication,10
Information Technology,Systems Engineer,Documentation,10
Information Technology,Information Security Manager,Security Management,35
Information Technology,Information Security Manager,Risk Assessment,25
Information Technology,Information Security Manager,Compliance,20
Information Technology,Information Security Manager,Communication,10
Information Technology,Information Security Manager,Incident Response,10
Information Technology,Web Designer,Web Design,35
Information Technology,Web Designer,Creativity,25
Information Technology,Web Designer,UI/UX Design,20
Information Technology,Web Designer,Communication,10
Information Technology,Web Designer,HTML/CSS,10
Information Technology,CRM Specialist,CRM Management,35
Information Technology,CRM Specialist,Data Analysis,25
Information Technology,CRM Specialist,Communication,20
Information Technology,CRM Specialist,Customer Service,10
Information Technology,CRM Specialist,Reporting,10
Information Technology,ERP Consultant,ERP Implementation,35
Information Technology,ERP Consultant,Solution Design,25
Information Technology,ERP Consultant,Data Analysis,20
Information Technology,ERP Consultant,Communication,10
Information Technology,ERP Consultant,Training,10
Information Technology,Hardware Engineer,Hardware Design,35
Information Technology,Hardware Engineer,Troubleshooting,25
Information Technology,Hardware Engineer,Testing,20
Information Technology,Hardware Engineer,Communication,10
Information Technology,Hardware Engineer,Documentation,10
Information Technology,UI/UX Designer,UI/UX Design,35
Information Technology,UI/UX Designer,Creativity,25
Information Technology,UI/UX Designer,User Research,20
Information Technology,UI/UX Designer,Communication,10
Information Technology,UI/UX Designer,Prototyping,10
Information Technology,Technical Writer,Technical Writing,35
Information Technology,Technical Writer,Documentation,25
Information Technology,Technical Writer,Communication,20
Information Technology,Technical Writer,Research,10
Information Technology,Technical Writer,Attention to Detail,10
"Law, Public Safety, Corrections & Security",Lawyer,Legal Knowledge,35
"Law, Public Safety, Corrections & Security",Lawyer,Case Analysis,25
"Law, Public Safety, Corrections & Security",Lawyer,Communication,20
"Law, Public Safety, Corrections & Security",Lawyer,Research,10
"Law, Public Safety, Corrections & Security",Lawyer,Drafting,10
"Law, Public Safety, Corrections & Security",Judge,Legal Judgment,35
"Law, Public Safety, Corrections & Security",Judge,Decision Making,25
"Law, Public Safety, Corrections & Security",Judge,Legal Knowledge,20
"Law, Public Safety, Corrections & Security",Judge,Communication,10
"Law, Public Safety, Corrections & Security",Judge,Case Analysis,10
"Law, Public Safety, Corrections & Security",Legal Advisor,Legal Advisory,35
"Law, Public Safety, Corrections & Security",Legal Advisor,Research,25
"Law, Public Safety, Corrections & Security",Legal Advisor,Communication,20
"Law, Public Safety, Corrections & Security",Legal Advisor,Compliance,10
"Law, Public Safety, Corrections & Security",Legal Advisor,Drafting,10
"Law, Public Safety, Corrections & Security",Public Prosecutor,Legal Prosecution,35
"Law, Public Safety, Corrections & Security",Public Prosecutor,Case Analysis,25
"Law, Public Safety, Corrections & Security",Public Prosecutor,Communication,20
"Law, Public Safety, Corrections & Security",Public Prosecutor,Research,10
"Law, Public Safety, Corrections & Security",Public Prosecutor,Court Proceedings,10
"Law, Public Safety, Corrections & Security",Defense Counsel,Legal Defense,35
"Law, Public Safety, Corrections & Security",Defense Counsel,Case Analysis,25
"Law, Public Safety, Corrections & Security",Defense Counsel,Communication,20
"Law, Public Safety, Corrections & Security",Defense Counsel,Research,10
"Law, Public Safety, Corrections & Security",Defense Counsel,Drafting,10
"Law, Public Safety, Corrections & Security",Notary,Notarization,35
"Law, Public Safety, Corrections & Security",Notary,Documentation,25
"Law, Public Safety, Corrections & Security",Notary,Compliance,20
"Law, Public Safety, Corrections & Security",Notary,Communication,10
"Law, Public Safety, Corrections & Security",Notary,Record Keeping,10
"Law, Public Safety, Corrections & Security",Legal Clerk,Legal Documentation,35
"Law, Public Safety, Corrections & Security",Legal Clerk,Record Keeping,25
"Law, Public Safety, Corrections & Security",Legal Clerk,Research,20
"Law, Public Safety, Corrections & Security",Legal Clerk,Compliance,10
"Law, Public Safety, Corrections & Security",Legal Clerk,Communication,10
"Law, Public Safety, Corrections & Security",Police Officer,Law Enforcement,35
"Law, Public Safety, Corrections & Security",Police Officer,Investigation,25
"Law, Public Safety, Corrections & Security",Police Officer,Communication,20
"Law, Public Safety, Corrections & Security",Police Officer,Physical Fitness,10
"Law, Public Safety, Corrections & Security",Police Officer,Report Writing,10
"Law, Public Safety, Corrections & Security",Detective,Investigation,35
"Law, Public Safety, Corrections & Security",Detective,Law Enforcement,25
"Law, Public Safety, Corrections & Security",Detective,Research,20
"Law, Public Safety, Corrections & Security",Detective,Communication,10
"Law, Public Safety, Corrections & Security",Detective,Report Writing,10
"Law, Public Safety, Corrections & Security",Prison Officer,Prison Management,35
"Law, Public Safety, Corrections & Security",Prison Officer,Supervision,25
"Law, Public Safety, Corrections & Security",Prison Officer,Communication,20
"Law, Public Safety, Corrections & Security",Prison Officer,Conflict Resolution,10
"Law, Public Safety, Corrections & Security",Prison Officer,Record Keeping,10
"Law, Public Safety, Corrections & Security",Firefighter,Firefighting,35
"Law, Public Safety, Corrections & Security",Firefighter,Emergency Response,25
"Law, Public Safety, Corrections & Security",Firefighter,Physical Fitness,20
"Law, Public Safety, Corrections & Security",Firefighter,Teamwork,10
"Law, Public Safety, Corrections & Security",Firefighter,Communication,10
"Law, Public Safety, Corrections & Security",Forensic Scientist,Forensic Analysis,35
"Law, Public Safety, Corrections & Security",Forensic Scientist,Lab Skills,25
"Law, Public Safety, Corrections & Security",Forensic Scientist,Research,20
"Law, Public Safety, Corrections & Security",Forensic Scientist,Reporting,10
"Law, Public Safety, Corrections & Security",Forensic Scientist,Attention to Detail,10
"Law, Public Safety, Corrections & Security",Security Officer,Security Management,35
"Law, Public Safety, Corrections & Security",Security Officer,Surveillance,25
"Law, Public Safety, Corrections & Security",Security Officer,Communication,20
"Law, Public Safety, Corrections & Security",Security Officer,Patrolling,10
"Law, Public Safety, Corrections & Security",Security Officer,Emergency Response,10
"Law, Public Safety, Corrections & Security",Customs Officer,Customs Regulations,35
"Law, Public Safety, Corrections & Security",Customs Officer,Inspection,25
"Law, Public Safety, Corrections & Security",Customs Officer,Communication,20
"Law, Public Safety, Corrections & Security",Customs Officer,Record Keeping,10
"Law, Public Safety, Corrections & Security",Customs Officer,Compliance,10
"Law, Public Safety, Corrections & Security",Immigration Officer,Immigration Procedures,35
"Law, Public Safety, Corrections & Security",Immigration Officer,Inspection,25
"Law, Public Safety, Corrections & Security",Immigration Officer,Communication,20
"Law, Public Safety, Corrections & Security",Immigration Officer,Record Keeping,10
"Law, Public Safety, Corrections & Security",Immigration Officer,Compliance,10
"Law, Public Safety, Corrections & Security",Traffic Police Officer,Traffic Regulation,35
"Law, Public Safety, Corrections & Security",Traffic Police Officer,Communication,25
"Law, Public Safety, Corrections & Security",Traffic Police Officer,Law Enforcement,20
"Law, Public Safety, Corrections & Security",Traffic Police Officer,Reporting,10
"Law, Public Safety, Corrections & Security",Traffic Police Officer,Patrolling,10
"Law, Public Safety, Corrections & Security",Private Investigator,Investigation,35
"Law, Public Safety, Corrections & Security",Private Investigator,Surveillance,25
"Law, Public Safety, Corrections & Security",Private Investigator,Communication,20
"Law, Public Safety, Corrections & Security",Private Investigator,Research,10
"Law, Public Safety, Corrections & Security",Private Investigator,Reporting,10
"Law, Public Safety, Corrections & Security",Paralegal,Legal Assistance,35
"Law, Public Safety, Corrections & Security",Paralegal,Documentation,25
"Law, Public Safety, Corrections & Security",Paralegal,Research,20
"Law, Public Safety, Corrections & Security",Paralegal,Compliance,10
"Law, Public Safety, Corrections & Security",Paralegal,Communication,10
"Law, Public Safety, Corrections & Security",Court Reporter,Court Reporting,35
"Law, Public Safety, Corrections & Security",Court Reporter,Documentation,25
"Law, Public Safety, Corrections & Security",Court Reporter,Record Keeping,20
"Law, Public Safety, Corrections & Security",Court Reporter,Communication,10
"Law, Public Safety, Corrections & Security",Court Reporter,Attention to Detail,10
Manufacturing,Production Manager,Production Management,35
Manufacturing,Production Manager,Leadership,25
Manufacturing,Production Manager,Process Optimization,20
Manufacturing,Production Manager,Communication,10
Manufacturing,Production Manager,Quality Control,10
Manufacturing,Production Engineer,Process Engineering,35
Manufacturing,Production Engineer,Technical Skills,25
Manufacturing,Production Engineer,Quality Control,20
Manufacturing,Production Engineer,Communication,10
Manufacturing,Production Engineer,Maintenance,10
Manufacturing,Manufacturing Engineer,Manufacturing Process,35
Manufacturing,Manufacturing Engineer,Technical Skills,25
Manufacturing,Manufacturing Engineer,Process Optimization,20
Manufacturing,Manufacturing Engineer,Communication,10
Manufacturing,Manufacturing Engineer,Quality Control,10
Manufacturing,Quality Control Manager,Quality Management,35
Manufacturing,Quality Control Manager,Inspection,25
Manufacturing,Quality Control Manager,Documentation,20
Manufacturing,Quality Control Manager,Communication,10
Manufacturing,Quality Control Manager,Problem Solving,10
Manufacturing,Quality Inspector,Inspection,35
Manufacturing,Quality Inspector,Quality Assurance,25
Manufacturing,Quality Inspector,Documentation,20
Manufacturing,Quality Inspector,Attention to Detail,10
Manufacturing,Quality Inspector,Communication,10
Manufacturing,Maintenance Engineer,Maintenance,35
Manufacturing,Maintenance Engineer,Troubleshooting,25
Manufacturing,Maintenance Engineer,Technical Skills,20
Manufacturing,Maintenance Engineer,Communication,10
Manufacturing,Maintenance Engineer,Planning,10
Manufacturing,Plant Supervisor,Supervision,35
Manufacturing,Plant Supervisor,Leadership,25
Manufacturing,Plant Supervisor,Communication,20
Manufacturing,Plant Supervisor,Scheduling,10
Manufacturing,Plant Supervisor,Quality Control,10
Manufacturing,Machine Operator,Machine Operation,35
Manufacturing,Machine Operator,Technical Skills,25
Manufacturing,Machine Operator,Maintenance,20
Manufacturing,Machine Operator,Safety Awareness,10
Manufacturing,Machine Operator,Quality Control,10
Manufacturing,Assembler,Assembly Skills,35
Manufacturing,Assembler,Technical Skills,25
Manufacturing,Assembler,Attention to Detail,20
Manufacturing,Assembler,Communication,10
Manufacturing,Assembler,Safety Awareness,10
Manufacturing,Welder,Welding Skills,35
Manufacturing,Welder,Technical Skills,25
Manufacturing,Welder,Safety Practices,20
Manufacturing,Welder,Blueprint Reading,10
Manufacturing,Welder,Maintenance,10
Manufacturing,Fitter,Fitting Skills,35
Manufacturing,Fitter,Technical Skills,25
Manufacturing,Fitter,Maintenance,20
Manufacturing,Fitter,Communication,10
Manufacturing,Fitter,Safety Awareness,10
Manufacturing,Machinist,Machining Skills,35
Manufacturing,Machinist,Technical Skills,25
Manufacturing,Machinist,Attention to Detail,20
Manufacturing,Machinist,Maintenance,10
Manufacturing,Machinist,Safety Awareness,10
Manufacturing,CNC Operator,CNC Operation,35
Manufacturing,CNC Operator,Technical Skills,25
Manufacturing,CNC Operator,Programming,20
Manufacturing,CNC Operator,Maintenance,10
Manufacturing,CNC Operator,Quality Control,10
Manufacturing,Electrician,Electrical Skills,35
Manufacturing,Electrician,Troubleshooting,25
Manufacturing,Electrician,Maintenance,20
Manufacturing,Electrician,Safety Practices,10
Manufacturing,Electrician,Communication,10
Manufacturing,Electronic Technician,Electronics,35
Manufacturing,Electronic Technician,Troubleshooting,25
Manufacturing,Electronic Technician,Technical Skills,20
Manufacturing,Electronic Technician,Communication,10
Manufacturing,Electronic Technician,Maintenance,10
Manufacturing,Tool & Die Maker,Tool Making,35
Manufacturing,Tool & Die Maker,Die Making,25
Manufacturing,Tool & Die Maker,Technical Skills,20
Manufacturing,Tool & Die Maker,Maintenance,10
Manufacturing,Tool & Die Maker,Quality Control,10
Manufacturing,Production Planner,Production Planning,35
Manufacturing,Production Planner,Scheduling,25
Manufacturing,Production Planner,Communication,20
Manufacturing,Production Planner,Organization,10
Manufacturing,Production Planner,Data Analysis,10
Manufacturing,Inventory Manager,Inventory Management,35
Manufacturing,Inventory Manager,Data Analysis,25
Manufacturing,Inventory Manager,Organization,20
Manufacturing,Inventory Manager,Communication,10
Manufacturing,Inventory Manager,Record Keeping,10
Manufacturing,Store Keeper,Store Management,35
Manufacturing,Store Keeper,Inventory Control,25
Manufacturing,Store Keeper,Record Keeping,20
Manufacturing,Store Keeper,Communication,10
Manufacturing,Store Keeper,Data Entry,10
Manufacturing,Packaging Technician,Packaging,35
Manufacturing,Packaging Technician,Attention to Detail,25
Manufacturing,Packaging Technician,Technical Skills,20
Manufacturing,Packaging Technician,Quality Control,10
Manufacturing,Packaging Technician,Safety Practices,10
Manufacturing,Production Chemist,Production Chemistry,35
Manufacturing,Production Chemist,Process Control,25
Manufacturing,Production Chemist,Quality Assurance,20
Manufacturing,Production Chemist,Lab Skills,10
Manufacturing,Production Chemist,Safety Practices,10
Manufacturing,Production Worker,Production Work,35
Manufacturing,Production Worker,Technical Skills,25
Manufacturing,Production Worker,Attention to Detail,20
Manufacturing,Production Worker,Teamwork,10
Manufacturing,Production Worker,Safety Awareness,10
Manufacturing,Quality Assurance Officer,Quality Assurance,35
Manufacturing,Quality Assurance Officer,Documentation,25
Manufacturing,Quality Assurance Officer,Inspection,20
Manufacturing,Quality Assurance Officer,Problem Solving,10
Manufacturing,Quality Assurance Officer,Communication,10
Manufacturing,Materials Engineer,Materials Science,35
Manufacturing,Materials Engineer,Technical Skills,25
Manufacturing,Materials Engineer,Research,20
Manufacturing,Materials Engineer,Quality Control,10
Manufacturing,Materials Engineer,Testing,10
Manufacturing,Production Supervisor,Supervision,35
Manufacturing,Production Supervisor,Production Control,25
Manufacturing,Production Supervisor,Communication,20
Manufacturing,Production Supervisor,Scheduling,10
Manufacturing,Production Supervisor,Quality Assurance,10
Manufacturing,Industrial Engineer,Industrial Engineering,35
Manufacturing,Industrial Engineer,Process Optimization,25
Manufacturing,Industrial Engineer,Data Analysis,20
Manufacturing,Industrial Engineer,Quality Control,10
Manufacturing,Industrial Engineer,Communication,10
"Marketing, Sales & Service",Marketing Manager,Marketing Strategy,35
"Marketing, Sales & Service",Marketing Manager,Campaign Management,25
"Marketing, Sales & Service",Marketing Manager,Communication,20
"Marketing, Sales & Service",Marketing Manager,Data Analysis,10
"Marketing, Sales & Service",Marketing Manager,Team Leadership,10
"Marketing, Sales & Service",Brand Manager,Brand Management,35
"Marketing, Sales & Service",Brand Manager,Marketing Strategy,25
"Marketing, Sales & Service",Brand Manager,Communication,20
"Marketing, Sales & Service",Brand Manager,Creativity,10
"Marketing, Sales & Service",Brand Manager,Market Research,10
"Marketing, Sales & Service",Sales Manager,Sales Management,35
"Marketing, Sales & Service",Sales Manager,Team Leadership,25
"Marketing, Sales & Service",Sales Manager,Communication,20
"Marketing, Sales & Service",Sales Manager,Data Analysis,10
"Marketing, Sales & Service",Sales Manager,Negotiation,10
"Marketing, Sales & Service",Business Development Manager,Business Development,35
"Marketing, Sales & Service",Business Development Manager,Relationship Building,25
"Marketing, Sales & Service",Business Development Manager,Communication,20
"Marketing, Sales & Service",Business Development Manager,Market Research,10
"Marketing, Sales & Service",Business Development Manager,Negotiation,10
"Marketing, Sales & Service",Digital Marketing Specialist,Digital Marketing,35
"Marketing, Sales & Service",Digital Marketing Specialist,Content Creation,25
"Marketing, Sales & Service",Digital Marketing Specialist,Analytics,20
"Marketing, Sales & Service",Digital Marketing Specialist,Communication,10
"Marketing, Sales & Service",Digital Marketing Specialist,SEO/SEM,10
"Marketing, Sales & Service",Content Writer,Content Writing,35
"Marketing, Sales & Service",Content Writer,Research,25
"Marketing, Sales & Service",Content Writer,Creativity,20
"Marketing, Sales & Service",Content Writer,Communication,10
"Marketing, Sales & Service",Content Writer,Editing,10
"Marketing, Sales & Service",Copywriter,Copywriting,35
"Marketing, Sales & Service",Copywriter,Creativity,25
"Marketing, Sales & Service",Copywriter,Research,20
"Marketing, Sales & Service",Copywriter,Communication,10
"Marketing, Sales & Service",Copywriter,Editing,10
"Marketing, Sales & Service",Public Relations Officer,Public Relations,35
"Marketing, Sales & Service",Public Relations Officer,Communication,25
"Marketing, Sales & Service",Public Relations Officer,Media Relations,20
"Marketing, Sales & Service",Public Relations Officer,Event Planning,10
"Marketing, Sales & Service",Public Relations Officer,Crisis Management,10
"Marketing, Sales & Service",Advertising Manager,Advertising Strategy,35
"Marketing, Sales & Service",Advertising Manager,Campaign Management,25
"Marketing, Sales & Service",Advertising Manager,Creativity,20
"Marketing, Sales & Service",Advertising Manager,Communication,10
"Marketing, Sales & Service",Advertising Manager,Media Planning,10
"Marketing, Sales & Service",Event Manager,Event Management,35
"Marketing, Sales & Service",Event Manager,Planning,25
"Marketing, Sales & Service",Event Manager,Communication,20
"Marketing, Sales & Service",Event Manager,Budgeting,10
"Marketing, Sales & Service",Event Manager,Vendor Management,10
"Marketing, Sales & Service",Market Research Analyst,Market Research,35
"Marketing, Sales & Service",Market Research Analyst,Data Analysis,25
"Marketing, Sales & Service",Market Research Analyst,Reporting,20
"Marketing, Sales & Service",Market Research Analyst,Communication,10
"Marketing, Sales & Service",Market Research Analyst,Survey Design,10
"Marketing, Sales & Service",Customer Service Executive,Customer Service,35
"Marketing, Sales & Service",Customer Service Executive,Communication,25
"Marketing, Sales & Service",Customer Service Executive,Problem Solving,20
"Marketing, Sales & Service",Customer Service Executive,Conflict Resolution,10
"Marketing, Sales & Service",Customer Service Executive,Patience,10
"Marketing, Sales & Service",Telecaller,Telecalling,35
"Marketing, Sales & Service",Telecaller,Communication,25
"Marketing, Sales & Service",Telecaller,Persuasion,20
"Marketing, Sales & Service",Telecaller,Product Knowledge,10
"Marketing, Sales & Service",Telecaller,Data Entry,10
"Marketing, Sales & Service",Retail Sales Associate,Sales,35
"Marketing, Sales & Service",Retail Sales Associate,Communication,25
"Marketing, Sales & Service",Retail Sales Associate,Product Knowledge,20
"Marketing, Sales & Service",Retail Sales Associate,Customer Service,10
"Marketing, Sales & Service",Retail Sales Associate,Inventory Handling,10
"Marketing, Sales & Service",Visual Merchandiser,Visual Merchandising,35
"Marketing, Sales & Service",Visual Merchandiser,Creativity,25
"Marketing, Sales & Service",Visual Merchandiser,Store Layout,20
"Marketing, Sales & Service",Visual Merchandiser,Product Knowledge,10
"Marketing, Sales & Service",Visual Merchandiser,Communication,10
"Marketing, Sales & Service",Real Estate Agent,Real Estate Sales,35
"Marketing, Sales & Service",Real Estate Agent,Communication,25
"Marketing, Sales & Service",Real Estate Agent,Negotiation,20
"Marketing, Sales & Service",Real Estate Agent,Market Research,10
"Marketing, Sales & Service",Real Estate Agent,Client Relations,10
"Marketing, Sales & Service",Insurance Advisor,Insurance Sales,35
"Marketing, Sales & Service",Insurance Advisor,Communication,25
"Marketing, Sales & Service",Insurance Advisor,Client Counseling,20
"Marketing, Sales & Service",Insurance Advisor,Product Knowledge,10
"Marketing, Sales & Service",Insurance Advisor,Compliance,10
"Marketing, Sales & Service",Travel Consultant,Travel Consulting,35
"Marketing, Sales & Service",Travel Consultant,Communication,25
"Marketing, Sales & Service",Travel Consultant,Product Knowledge,20
"Marketing, Sales & Service",Travel Consultant,Itinerary Planning,10
"Marketing, Sales & Service",Travel Consultant,Customer Service,10
"Marketing, Sales & Service",Logistics Coordinator,Logistics Coordination,35
"Marketing, Sales & Service",Logistics Coordinator,Communication,25
"Marketing, Sales & Service",Logistics Coordinator,Organization,20
